"Name","First Name","Last Name","Title / Role","Email","Phone","Website","Address","City","State","Country","Industry","Description","LinkedIn","Twitter / X","Facebook","Instagram","Year Founded","Employees","Revenue","Source URL","Notes","Region","Services","Accreditations","Latitude","Longitude","Last Verified"
"KANE Electrical and Renewables Ltd","N/A","N/A","N/A","info@kerltd.com","02895 430220","https://www.kaneelectrics.com","Level 3 Arnott House, 12 - 16 Bridge Street,, Belfast","Belfast","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.600363016666705","-5.927468736111113","2026-05-18"
"KB Electrical (North West) Ltd","N/A","N/A","N/A","N/A","N/A","N/A","7 Wentworth Drive,, Lancaster","Lancaster","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","54.04674929722221","-2.773885844444445","2026-05-18"
"KB Electrical NI LTD","N/A","N/A","N/A","N/A","N/A","N/A","7 Ballygonnell Road, Enniskillen","Enniskillen","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.37339026363637","-7.722962345454547","2026-05-18"
"KC Electrical","N/A","N/A","N/A","enquiries@kcelectrical.uk","07970 741375","N/A","15 Treviglas Lane, Probus, Truro","Truro","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.290668195121945","-4.957168890243904","2026-05-18"
"KDM Electrical","N/A","N/A","N/A","karl@kdmelectrical.co.uk","07967 323835","https://www.kdmelectrical.co.uk","31 High Street, Swinley, Wigan","Wigan","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.554423022727285","-2.626797531818182","2026-05-18"
"Keane Electrical Kent Ltd","N/A","N/A","N/A","info@keaneelectrical.co.uk","07903 151284","https://www.keaneelectrical.co.uk","2 Landale Gardens, Dartford, Kent","Kent","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.43996025333334","0.2031956833333334","2026-05-18"
"Keith Gunn Electrical Solutions Ltd","N/A","N/A","N/A","connect@kges.co.uk","01312 253205","https://www.kges.co.uk","1 Rodney Street, Edinburgh","Edinburgh","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.96215641249998","-3.1966896625000008","2026-05-18"
"Kempowell Electrical Services Ltd","N/A","N/A","N/A","jamie@kempowell.co.uk","01432 379300","https://www.KEMPOWELL.CO.UK","Unit 3a, Foley Works, Foley Tradiung Estate, Hereford","Hereford","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.05242604259258","-2.7000594462962964","2026-05-18"
"Kentures Ltd","N/A","N/A","N/A","info@kentures.com","02035 761654","https://www.kentures.com","First Floor, 7-13 High Street, Romford, London","London","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.57811547407406","0.18007164444444446","2026-05-18"
"KER Solutions Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Westgate House, 87 St Dunstans Street, Canterbury, Kent","Kent","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.2818325","1.0747744","2026-05-18"
"Kernewek EPS Ltd","N/A","N/A","N/A","martyn@kernewek-eps.com","01872 862034","N/A","The Exchange, Four Turnings, Feock, Truro","Truro","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.21877384074074","-5.061450007407408","2026-05-18"
"KES (Sw) Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Unit 16, Faraday Mill Business Park, Prince Rock","Prince Rock","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.369947144444446","-4.136024522222222","2026-05-18"
"Kevin Burbidge Electrical","N/A","N/A","N/A","N/A","N/A","N/A","6 Danesmead Close, York","York","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.94169269999999","-1.0769789923076925","2026-05-18"
"KeyGeni Limited","N/A","N/A","N/A","N/A","N/A","N/A","Ground Floor, Moorland House, 73-75 Knowsley Street, Bolton","Bolton","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.58154050666667","-2.4312759800000006","2026-05-18"
"KGL Electrical & Suppliers Ltd","N/A","N/A","N/A","kgl.electrical@gmail.com","01162624203 / 07729201600","https://www.kgl-electrical.co.uk","37 New Bond Street, Leicester","Leicester","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","52.63684572499999","-1.1343600166666667","2026-05-18"
"Kilmaron Electrical Co T/A Techneco Innovations","N/A","N/A","N/A","admin@kms.group","01592 651222","https://www.kilmaronelectrical.co.uk","Unit 2,Carberry Place, Mitchelston Industrial Estate, Kirkcaldy","Kirkcaldy","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","56.13580134242424","-3.145567896969697","2026-05-18"
"Kingdom Electricians Fife Ltd","N/A","N/A","N/A","info@kingdomelectricians.com","07756 757073","https://www.kingdomelectricians.co.uk","17B Hayfield Place, Kirkcaldy","Kirkcaldy","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","56.12784805666665","-3.1694112816666675","2026-05-18"
"Kingfisher Electrics Ltd","N/A","N/A","N/A","office@kingfisherelectrics.co.uk","01273 789276","https://www.kingfisherelectrics.co.uk","Flat 4, 10 Selborne Road, Hove","Hove","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","50.82820973768116","-0.16481666086956523","2026-05-18"
"Kings Electrical & Maintenance Ltd","N/A","N/A","N/A","info@kingseam.co.uk","07542 674210","https://www.kingseam.co.uk","166 Plumstead Road East, Norwich, Norfolk","Norfolk","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.64155028275862","1.3443151517241383","2026-05-18"
"Kirkburton Electrical Ltd","N/A","N/A","N/A","info@kirkburtonelectricals.co.uk","07590 837187","https://www.kirkburtonelectricals.co.uk","Unit 8, Silver Court, Huddersfield","Huddersfield","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.64404147142858","-1.7706273761904765","2026-05-18"
"KJ Electrical","N/A","N/A","N/A","Kjelectrical@mail.com","07540 580049","https://www.kjelectric.co.uk","Prestfelde flat London, Shrewsbury","Shrewsbury","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.70223049999999","-2.72721455","2026-05-18"
"Kojo Electrics Ltd","N/A","N/A","N/A","kojoelectricsltd@yahoo.com","02045 487534","https://www.kelcontracts.co.uk","66 Chaucer House, Sutton","Sutton","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.37050149999995","-0.20054159999999996","2026-05-18"
"Kris Engineering Services Ltd","N/A","N/A","N/A","tusar@krisengineering.co.uk","07732 185540","https://www.krisengineering.co.uk","268 Tokyngton Avenue,, Wembley","Wembley","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.54866819333329","-0.28436929333333333","2026-05-18"
"KTS Electrical","N/A","N/A","N/A","janathdisnaka@gmail.com","07447 906669","N/A","7 Hilltop Road,, Durham","Durham","North East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North East","Commercial; Residential","OZEV authorised","54.784071130769235","-1.6422336692307693","2026-05-18"
"KW Electrical and Contracting Ltd","N/A","N/A","N/A","N/A","N/A","N/A","4 Sidney Street, Lincoln","Lincoln","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","53.21511671111111","-0.5479471888888888","2026-05-18"
"L Canavan Electrical","N/A","N/A","N/A","leecanavanelectrical@gmail.com","07759 923534","N/A","9 Bunces Close, Eton Wick, Windsor","Windsor","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.495535210606064","-0.6215600484848484","2026-05-18"
"L E Engineering Ltd","N/A","N/A","N/A","jim.donaldson@leengineering.co.uk","01514 271122","https://www.leengineering.co.uk","6 Hurricane Drive, Speke, Liverpool","Liverpool","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.34231777317077","-2.8791383719512207","2026-05-18"
"L M Electrical Contractors Ltd T/A EVLM","N/A","N/A","N/A","N/A","N/A","N/A","14 Brighton Road, Southampton","Southampton","N/A","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","N/A","Commercial; Residential","OZEV authorised","50.91725203636365","-1.4054069863636358","2026-05-18"
"L McCann Electrical Ltd","N/A","N/A","N/A","info@mccannelectrical.co.uk","01698 263625","https://www.mccannelectrical.co.uk","158 Park Street, Motherwell","Motherwell","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.789592278571426","-3.986642207142857","2026-05-18"
"L P Electrical Solutions Ltd","N/A","N/A","N/A","N/A","N/A","N/A","31 Bardsley Street, Heaton Norris, Stockport","Stockport","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.419777460714315","-2.1672065928571436","2026-05-18"
"L&S EV Solutions Ltd T/A Mr Charger","N/A","N/A","N/A","croydon@mrcharger.co.uk","03335 776445","https://www.mrcharger.co.uk/","One Elmfield Park, Bromley","Bromley","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.40167976363636","0.01744996363636364","2026-05-18"
"Labtek Electrical Services Limited","N/A","N/A","N/A","N/A","N/A","N/A","1 Royal Terrace, Southend on Sea","Southend on Sea","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.5341941","0.7138491","2026-05-18"
"Lakeland Electrical Services (NI) Ltd","N/A","N/A","N/A","N/A","N/A","N/A","26-27 Enniskillen Business Centre, Lackaghboy Industrial Estate, Enniskillen","Enniskillen","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.35550959275361","-7.597365143478262","2026-05-18"
"Landlord Property Compliance Ltd","N/A","N/A","N/A","callum@landlordpropertycompliance.com","02045 864529","https://www.landlordpropertycompliance.com","9 Nelson Street, Southend on Sea","Southend on Sea","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.536452","0.70996","2026-05-18"
"Lantei Ltd","N/A","N/A","N/A","sales@lantei.co.uk","012772 250179","https://www.lantei.co.uk","55 Guildhall Street, Preston","Preston","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.757326094999996","-2.7002689175000003","2026-05-18"
"Lavelle Electrical Contractors Ltd","N/A","N/A","N/A","lavelle@lavelle-elec.com","01618 720746","https://www.lavelle-elec.com","Unit 21 Hillgate Business Centre, Stockport, Manchester","Manchester","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.402418965624996","-2.152754653125","2026-05-18"
"Lawson Property (Services) Ltd","N/A","N/A","N/A","ryan@lawsonpropertyservicesltd.co.uk","07977 463666","https://www.lawsonpropertyservicesltd.co.uk","135 Maltravers Road, Sheffield","Sheffield","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.3830864375","-1.4469370124999998","2026-05-18"
"Laytec Group Ltd T/A The Electrical Connection","N/A","N/A","N/A","chrisbrianlay@gmail.com","07821 196977","N/A","35 Vermont Grove, Peterborough","Peterborough","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.57017293478261","-0.2552723804347826","2026-05-18"
"LC Services (Building) Ltd","N/A","N/A","N/A","info@lcsbuilding.com","01256 587333","https://www.lcsbuilding.com","Unit 7 Devonshire Business Park,Knights Park Road, Hampshire","Hampshire","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.27251778333333","-1.103350536666667","2026-05-18"
"LDH Solutions Ltd","N/A","N/A","N/A","office@ldh.solutions","01138 982020","https://www.ldh.solutions","8 Essex Park Industrial Estate, Essex Road, Bradford","Bradford","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.78851995384616","-1.7411006230769233","2026-05-18"
"LDN Electrical","N/A","N/A","N/A","lee@ldn-electrical.co.uk","02080 873495","https://www.ldn-electrical.co.uk","158 West Road, Southend","Southend","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.545681959677395","0.6989438338709681","2026-05-18"
"LDT Electrical & Security Installations Limited","N/A","N/A","N/A","N/A","N/A","N/A","14 Webley Grove,, Dudley","Dudley","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.52446838571431","-2.086832991836734","2026-05-18"
"Lektrix Installations Ltd","N/A","N/A","N/A","N/A","N/A","N/A","820 Garrat Lane, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.43118706901409","-0.17599986619718308","2026-05-18"
"Leppard & Martin Ltd","N/A","N/A","N/A","shaun@leppardandmartin.co.uk","07841 509410","https://www.leppardandmartin.co.uk","47 Butt Road, Colchester","Colchester","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.88566998","0.8942504600000001","2026-05-18"
"Lets Charge EV Ltd","N/A","N/A","N/A","matthew@letschargeev.co.uk","07857 521311","https://www.LetsChargeEV.co.uk","19 Sudbury Drive, Heald Green, Stockport","Stockport","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.36646503695653","-2.2194374521739135","2026-05-18"
"Lewis Builders LTD","N/A","N/A","N/A","iain.macleod@lewisbuilders.co.uk","01851 705015","https://www.lewisbuilders.co.uk","Rigs Road, Stornoway","Stornoway","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","58.20695565517242","-6.37838800689655","2026-05-18"
"LFT Electrical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","62 Bromwich Road, Worcester","Worcester","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.18449153","-2.2317881799999997","2026-05-18"
"LGM Electrical Solutions Ltd","N/A","N/A","N/A","N/A","N/A","N/A","6 hearne Bay Road, Sturry, Canterbury","Canterbury","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.30690806875003","1.1185492937499997","2026-05-18"
"Lighting Solutions (Wales) Ltd t/a Lightning Solutions","N/A","N/A","N/A","jamie@lsuk.org.uk","01443 693271","https://www.lsuk.org.uk","Unit 14-15, Pant Industrial Estate, Merthyr Tydfil","Merthyr Tydfil","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","51.76854607594937","-3.3630890797468354","2026-05-18"
"Lightworks Services Ltd","N/A","N/A","N/A","N/A","N/A","N/A","268 Broadway North, Walsall","Walsall","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.57518872000001","-1.962719035","2026-05-18"
"Lincoln Electrical Ltd","N/A","N/A","N/A","info@lincolnelectrical.co.uk","07950 623039 / 07535 165858","https://www.lincolnelectrical.co.uk","3 Westwood Drive,, Lincoln","Lincoln","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","53.217755748717956","-0.5743237051282052","2026-05-18"
"Link Fix It Electrical and Electronics","N/A","N/A","N/A","Info@linkfixit.co.uk","07507 433115","https://www.linkfixit.co.uk","50 Lye Valley, Headington, Oxford","Oxford","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.74568826333334","-1.2088878299999997","2026-05-18"
"Lion Plumbing and Electrical Ltd","N/A","N/A","N/A","info@lion-electrical.co.uk","07401 430989","https://www.lion-electrical.co.uk","305 Dickson Road, Blackpool","Blackpool","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.83164967283953","-3.0531229308641965","2026-05-18"
"Lockelec Ltd","N/A","N/A","N/A","info@lockelec.co.uk","07772 486058","N/A","6 Twigworth Way, Longford, Gloucester","Gloucester","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","51.88469665294117","-2.224352488235294","2026-05-18"
"London City Fire UK Ltd","N/A","N/A","N/A","admin@londoncityfire.com","02074 986666","https://www.londoncityfire.co.uk","Unit 2, Michael Manley Industrial Estate, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.47255643636363","-0.13685977272727273","2026-05-18"
"London Electrical Solutions Ltd","N/A","N/A","N/A","info@londonelectricalsolutions.com","02033 971522","https://www.londonelectricalsolutions.com","15 Greenwich Business Centre,53 Norman Road,, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.47882349322035","-0.016811932203389838","2026-05-18"
"London EV Chargers","N/A","N/A","N/A","Steve@londonevchargers.com","02039 257389","https://www.londonevchargers.com/","85 Great Portland Street, First Floor, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.51846899999999","-0.1423797","2026-05-18"
"Loop Electric Limited","N/A","N/A","N/A","hello@loopelectric.co.uk","07956 406932","https://www.loopelectric.co.uk","Platform 9, Floor 5 & 6 Tower Point, 44 North Road, Brighton","Brighton","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","50.825885816666755","-0.1413644572916665","2026-05-18"
"Lotus Electrical Services","N/A","N/A","N/A","N/A","N/A","N/A","The Coppice, Beeswing,, Dumfries","Dumfries","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","55.00667958499999","-3.7279633749999994","2026-05-18"
"Lovett Electrical Installations Limited","N/A","N/A","N/A","N/A","N/A","N/A","The Old Puping Station, Northern Terrace, Lincoln","Lincoln","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","53.22565621199998","-0.522556704","2026-05-18"
